ExperimentID,SampleID,AndroidVersion,Brand,Model,Avg_Lux,User_ID,Protocol_ID,Latitude,Longitude,Luminosity,Timestamp
51,785,9,OnePlus,ONEPLUS A6003,54.4,2,1,41.5534313,-8.4024293,0,05/05/2019 21:59
51,786,9,OnePlus,ONEPLUS A6003,54.4,2,1,41.5534277,-8.4024379,0,05/05/2019 21:59
51,787,9,OnePlus,ONEPLUS A6003,54.4,2,1,41.5534125,-8.4024634,54,05/05/2019 21:59
51,788,9,OnePlus,ONEPLUS A6003,54.4,2,1,41.5534044,-8.4024856,311,05/05/2019 21:59
51,789,9,OnePlus,ONEPLUS A6003,54.4,2,1,41.5533921,-8.4025177,348,05/05/2019 21:59
51,790,9,OnePlus,ONEPLUS A6003,54.4,2,1,41.5533908,-8.402528,382,05/05/2019 21:59
51,791,9,OnePlus,ONEPLUS A6003,54.4,2,1,41.5533863,-8.4025502,46,05/05/2019 21:59
51,792,9,OnePlus,ONEPLUS A6003,54.4,2,1,41.5533765,-8.4025759,3,05/05/2019 21:59
51,793,9,OnePlus,ONEPLUS A6003,54.4,2,1,41.5533656,-8.4026019,0,05/05/2019 21:59
51,794,9,OnePlus,ONEPLUS A6003,54.4,2,1,41.5533565,-8.4026146,1,05/05/2019 21:59
51,795,9,OnePlus,ONEPLUS A6003,54.4,2,1,41.5533464,-8.4026356,0,05/05/2019 21:59
51,796,9,OnePlus,ONEPLUS A6003,54.4,2,1,41.5533309,-8.4026589,1,05/05/2019 21:59
51,797,9,OnePlus,ONEPLUS A6003,54.4,2,1,41.5533241,-8.4026706,1,05/05/2019 21:59
51,798,9,OnePlus,ONEPLUS A6003,54.4,2,1,41.5533159,-8.4026899,1,05/05/2019 21:59
51,799,9,OnePlus,ONEPLUS A6003,54.4,2,1,41.5533044,-8.4027158,3,05/05/2019 21:59
51,800,9,OnePlus,ONEPLUS A6003,54.4,2,1,41.553298,-8.4027308,3,05/05/2019 21:59
51,801,9,OnePlus,ONEPLUS A6003,54.4,2,1,41.5532922,-8.4027441,3,05/05/2019 21:59
51,802,9,OnePlus,ONEPLUS A6003,54.4,2,1,41.5532875,-8.402762,43,05/05/2019 21:59
51,803,9,OnePlus,ONEPLUS A6003,54.4,2,1,41.5532893,-8.4027677,49,05/05/2019 21:59
51,804,9,OnePlus,ONEPLUS A6003,54.4,2,1,41.5532805,-8.4027892,83,05/05/2019 22:00
51,805,9,OnePlus,ONEPLUS A6003,54.4,2,1,41.5532686,-8.4028184,152,05/05/2019 22:00
51,806,9,OnePlus,ONEPLUS A6003,54.4,2,1,41.553262,-8.4028351,234,05/05/2019 22:00
51,807,9,OnePlus,ONEPLUS A6003,54.4,2,1,41.553256,-8.4028509,197,05/05/2019 22:00
51,808,9,OnePlus,ONEPLUS A6003,54.4,2,1,41.5532489,-8.4028772,74,05/05/2019 22:00
51,809,9,OnePlus,ONEPLUS A6003,54.4,2,1,41.5532489,-8.4028885,13,05/05/2019 22:00
51,810,9,OnePlus,ONEPLUS A6003,54.4,2,1,41.5532388,-8.4029118,0,05/05/2019 22:00
51,811,9,OnePlus,ONEPLUS A6003,54.4,2,1,41.5532343,-8.4029209,0,05/05/2019 22:00
51,812,9,OnePlus,ONEPLUS A6003,54.4,2,1,41.5532254,-8.4029354,0,05/05/2019 22:00
